trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1064,False,"{'a': 0.002, 'e': 0.11907520627323114}",25,0,-22.815686777897223,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1065,False,"{'a': 0.002, 'e': 0.11883729385240965}",25,9,17.412741366999306,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.002, 'e': 0.11859985678092198}",20,6,5.3408919632008764,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1067,False,"{'a': 0.002, 'e': 0.11836289410901962}",20,13,13.99048299134843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.002, 'e': 0.11812640488885146}",30,19,5.155791397268462,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.002, 'e': 0.1178903881744604}",25,7,33.20087518079289,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.002, 'e': 0.11765484302177918}",25,3,37.20944978415457,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.002, 'e': 0.11741976848862698}",20,13,-9.020435986829428,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1072,False,"{'a': 0.002, 'e': 0.11718516363470523}",30,19,20.85979701414386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.002, 'e': 0.11695102752159432}",25,12,23.374986377505458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.002, 'e': 0.11671735921274938}",20,2,14.946243146406296,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.002, 'e': 0.11648415777349697}",25,2,-4.761863589451621,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
1076,False,"{'a': 0.002, 'e': 0.11625142227103091}",25,0,24.285219201494964,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1077,False,"{'a': 0.002, 'e': 0.116019151774409}",20,4,14.180644313102768,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.002, 'e': 0.1157873453545488}",20,7,2.0712817527914478,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1079,False,"{'a': 0.002, 'e': 0.11555600208422448}",25,17,-2.6770274338228788,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.002, 'e': 0.11532512103806251}",30,17,23.612828830698287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11509470129253851}",20,16,6.9937115620416535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.002, 'e': 0.11486474192597308}",25,0,-15.156220227838379,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1083,False,"{'a': 0.002, 'e': 0.11463524201852858}",20,4,26.37341024290988,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11440620065220493}",25,11,23.75245755637359,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.002, 'e': 0.1141776169108365}",20,8,20.06264500091404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.002, 'e': 0.11394948988008788}",25,15,16.303694934410814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.002, 'e': 0.11372181864745078}",30,7,40.82828021480794,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.002, 'e': 0.11349460230223983}",25,3,-5.189511938956503,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11326783993558948}",25,11,23.44318358379492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11304153064044985}",25,13,25.918019816609593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.002, 'e': 0.11281567351158354}",20,8,20.31502228105329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11259026764556165}",30,9,16.466925185451927,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,2,25.667272354630697,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11214080609735771}",25,10,28.79553601036673,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11191674861732888}",30,16,16.721051971815914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.11169313880444368}",25,13,18.88043107924046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11146997576426268}",25,7,31.537737157557824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.1112472586041333}",20,15,10.555750580005615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.11102498643318673}",25,11,9.908668583779193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11080315836233387}",30,0,39.63097800907917,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1101,False,"{'a': 0.002, 'e': 0.11058177350426224}",25,13,12.673258907322333,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11036083097343202}",20,6,-0.5803055832251403,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.1101403298860729}",30,12,-13.593474985745798,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1104,False,"{'a': 0.002, 'e': 0.10992026936018012}",25,13,22.537017811152545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10970064851551141}",25,16,-24.32186189033312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1106,False,"{'a': 0.002, 'e': 0.10948146647358296}",25,6,33.830027272405076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,0,33.04835735419074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1108,False,"{'a': 0.002, 'e': 0.10904441529278498}",20,6,19.747432545717324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10882654440571013}",20,11,18.360111956283426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10860910882495796}",20,0,8.683834674836199,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1111,False,"{'a': 0.002, 'e': 0.10839210768078596}",25,0,33.719427133307086,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1112,False,"{'a': 0.002, 'e': 0.10817554010518914}",25,7,28.38783886293401,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10795940523189702}",25,8,23.719957436092855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,7,21.87804788066223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10752843013579495}",25,13,21.60801234187572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10731358818908403}",25,3,5.714554469092825,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.107099175496869}",20,7,7.643808329392928,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.1068851912014987}",20,0,26.965404461996716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.10667163444703576}",20,10,2.3643217289643275,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.1064585043792528}",25,15,17.563593371876173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.10624580014562934}",20,0,28.387550341561727,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1122,False,"{'a': 0.002, 'e': 0.1060335208953481}",20,10,10.298279462288257,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.10582166577929185}",25,16,15.665693210664164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10561023395003975}",20,12,13.265938825601841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10539922456186433}",25,20,7.788751436383778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,0,28.957166381170875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1127,False,"{'a': 0.002, 'e': 0.10497846973427834}",25,8,27.384784915607057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10476872261184789}",30,10,30.960064737541135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10455939456444763}",20,1,26.99206339088009,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.104350484754765}",30,8,12.223671591496993,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.10414199234716055}",25,13,23.587686108121908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10393391650766431}",25,3,9.255057068158123,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10372625640397273}",25,3,37.452255958718396,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10351901120544502}",25,15,17.07503991333165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.002, 'e': 0.1033121800831002}",35,25,15.828171623608998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.10310576220961341}",25,2,-1.1311720426840366,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1137,False,"{'a': 0.002, 'e': 0.102899756759313}",25,11,1.2897719092887416,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.10269416290817676}",20,13,0.2876235079815115,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10248897983382912}",25,13,5.806579990266046,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10228420671553744}",20,10,19.014134627694837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10207984273420903}",20,12,13.72900018747108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10187588707238764}",20,16,8.024608896225176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.1016723389142504}",20,12,15.389822136173652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.10146919744560434}",25,7,-30.36435765156317,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1145,False,"{'a': 0.002, 'e': 0.1012664618538834}",20,0,6.779924935976299,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1146,False,"{'a': 0.002, 'e': 0.10106413132814486}",30,10,33.59179950801491,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10086220505906641}",20,9,21.58354376711262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10066068223894266}",25,3,27.63880033628696,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.1004595620616821}",20,0,16.85118286497482,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1150,False,"{'a': 0.002, 'e': 0.1002588437228037}",25,14,-22.014694225134363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1151,False,"{'a': 0.002, 'e': 0.10005852641943393}",25,7,23.68678789919767,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.09985860935030318}",25,17,5.2884938692709085,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09965909171574303}",20,10,19.71501925244729,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09945997271768262}",25,19,11.718846532308739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09926125155964566}",35,21,25.33980355354917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09906292744674731}",25,14,-0.6664743725261837,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09886499958569081}",20,5,22.6365070347914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.0986674671847645}",20,0,31.44116185157092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.09847032945383845}",20,1,18.01180214552953,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09827358560436154}",30,17,22.666295734047537,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09807723484935806}",20,5,1.7728658668527475,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09788127640342477}",25,16,16.136346010812495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09768570948272756}",25,16,15.587832744014591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09749053330499859}",25,11,-13.488272285260514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1165,False,"{'a': 0.002, 'e': 0.09729574708953276}",25,13,20.57636585052053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09710135005718508}",25,11,25.047919311937225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09690734143036704}",30,18,-24.023929957599762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1168,False,"{'a': 0.002, 'e': 0.09671372043304398}",25,12,-0.7128604615042087,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09652048629073155}",30,20,19.90877498364596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09632763823049303}",25,0,24.629127030309302,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1171,False,"{'a': 0.002, 'e': 0.09613517548093582}",35,17,30.48339128697356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09594309727220877}",30,7,-41.79076788173365,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
1173,False,"{'a': 0.002, 'e': 0.09575140283599869}",25,12,16.230607838345563,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,5,8.021188486925057,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,10,19.742398340675038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09517861450234763}",30,18,22.797269779344653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09498844750373053}",20,0,22.900798295881604,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,13,-8.53404659556212,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,15,16.330385658845223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09442022319630235}",20,10,18.494028840178117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.0942315714645254}",25,15,6.193927725595971,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.09404329665916}",30,18,25.120411981312166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,10,21.827892948324966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09366787481677047}",20,13,13.470332290596003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,9,22.86948919221841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09329395166237625}",30,22,11.67411089979479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,2,39.84764522245476,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,8,21.54260369275536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.09273586388998147}",20,8,8.166381315733442,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09255057751034329}",30,0,45.436447406050675,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1191,False,"{'a': 0.002, 'e': 0.0923656613331385}",30,13,33.60921476862645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.09218111461870225}",25,18,12.489122693465028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09199693662884734}",20,11,10.400172982372911,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09181312662686165}",30,21,18.549469203265524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09162968387750484}",30,16,26.916323914842867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09144660764700575}",25,12,20.73875291249742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09126389720305915}",30,24,11.393292835113325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09108155181482308}",20,9,17.82696366027235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09089957075291567}",25,11,23.70937248468523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09071795328941251}",20,14,9.378562622933652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,7,23.065689386468517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,15,10.502219296557957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,6,25.86999931652933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.08999510491179491}",25,13,21.71573081057078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,13,8.625017143207002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08963584349399842}",20,6,23.177969145103273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,15,-32.08149902945428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1208,False,"{'a': 0.002, 'e': 0.08927801625161007}",25,7,32.5118104734936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08909963865616147}",35,22,26.11413597322099,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,9,20.82109024021816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08874395194919957}",35,25,20.88038353672096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,0,20.149864223096703,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1213,False,"{'a': 0.002, 'e': 0.08838968514736205}",25,11,3.768440988969554,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,16,17.416411809939216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08803683258237255}",30,14,27.986071046505693,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.0878609348735492}",20,0,28.398552937903236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1217,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,12,17.75685888159691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08751019308528712}",25,15,18.407366842751237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,13,18.677978838637426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.0871608514619813}",25,14,21.43089742689279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.08698670396460385}",25,8,16.66091248250183,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,10,17.364001119999983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,7,20.092902956255376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.08646634637465792}",25,19,11.756236311046973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,0,34.190230319290364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1226,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,17,12.124991318024858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,13,22.703318885452273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,14,12.08760919686429,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,10,17.02022435211628,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08543495096732123}",25,1,37.107342720377346,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,0,-43.43399511066824,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1232,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,14,11.06278064640899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,1,27.794428315231052,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,10,18.26593450692536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,15,5.713879139582994,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,0,30.249599385998078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1237,False,"{'a': 0.002, 'e': 0.08424719534309347}",30,22,4.22210293585739,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,8,26.918029392586984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.083910879641545}",25,6,29.111930760927137,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,1,34.13919186061301,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,11,17.41413197157147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.08340892174326339}",30,15,29.76202239976819,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08324227060646401}",30,7,34.348532597285626,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,14,19.692584959246688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.08290996657517266}",20,12,12.272604154239954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08274431235146412}",30,20,19.375015676378002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
